cin,name,status,roc
U00063DL1984PTC019166,JETLAND MARKETING SERVICES PRIVATELIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC135205,KIM NETCITY MARKETING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC137833,LAISHRAMBA ENTERPRISES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC138311,RANA BIKES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC138383,M.R.SCRAP PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC138444,GENPURE MARKETING AND DISTRIBUTIONPRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC138771,SPJ MARKETING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC139570,S AND D AROMA (INDIA) PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC139608,AKSH PETROSTATION PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140086,KEEN IMPEX PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140202,PATRA SCALES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140509,SAHIL FABTEX PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140540,NEEDK IMPEX PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140676,GAURIPATI TRADING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140817,SPECTRAMIND MARKETING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC140820,HELP DESK MARKETING NETWORK PRIVATELIMITED,Strike Off,RoC-Delhi
U00063DL2005PTC141062,ARROW DISTRIBUTION (WEST BENGAL) PRIVATE LIMITED,Strike Off,RoC-Delhi
U00063PN2006PTC022316,MADHURIESINGH DESIGNS-N-EXPORT PRIVATELIMITED,Strike Off,RoC-Pune
U00063PN2006PTC022359,MULTIPRO EXIM PRIVATE LIMITED,Strike Off,RoC-Pune
U00063PN2006PTC128366,INAMDAR EXPORTS HOUSE PRIVATE LIMITED,Strike Off,RoC-Pune
U00069DL2005PTC135494,MV HOSPITALITY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00069DL2005PTC137071,OBSESSION FOODS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00069DL2005PTC138379,SUNRYDGE QILA RESORTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00069DL2005PTC138660,UTTARAYAN RESORTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00069DL2005PTC138839,ULTIMATE HOTELS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00069DL2005PTC140417,PEHCHAN HOTEL AND RESORTS PRIVATELIMITED,Strike Off,RoC-Delhi
U00069PN2006PTC022285,ATRIUM HOSPITALITY AND PROPERTY MANAGEMENT PRIVATE LIMITED,Strike Off,RoC-Pune
U00069RJ2006PTC022365,AONE STAR HOTEL AND RESORT PRIVATELIMITED,Strike Off,RoC-Jaipur
U00069RJ2006PTC022381,SHREE NAVNEET PRIYA GARDEN AND HOTELSPRIVATE LIMITED,Strike Off,RoC-Jaipur
U00071DL2005PTC140390,VINTAGE SHIPPING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00072DL2005PTC136574,VIJAYTA AVIATION PRIVATE LIMITED,Strike Off,RoC-Delhi
U00075PN2006PTC022294,INFO DYNAMIC TECHNOLOGY EXPORT PROJECTSPRIVATE LIMITED,Strike Off,RoC-Pune
U00075PN2006PTC022324,CEPRAS COMMERCIAL SERVICE PRIVATELIMITED,Strike Off,RoC-Pune
U00082DL1946PTC000923,D.R.KUKREDA AND COMPANY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00082DL1949PTC001646,SHEELATA PROPERTIES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00082PN2006PTC128330,WATERCREST PROPERTIES PRIVATE LIMITED,Strike Off,RoC-Pune
U00082RJ2006PTC022392,DHARTIDHAN BUILDING SOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00089DL2005PTC138404,ISA OUTSOURCING SERVICES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC137804,TIJA DEVI EDUCATIONAL INSTITUTIONPRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC137968,CREATIVE INSTITUTE OF PLANNING AND DEVELOPMENT PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC138712,BUDHA COMMUNICATIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC138805,ESSAAR INSTITUTE OF MANAGEMENT ANDTECHNOLOGY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC140796,CAREWELL INSTITUTE OF MANAGEMENT STUDIES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC140819,DISHTAM EDUCATIONAL AND CONSULTANCY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC140976,MAHODAR EDUCATIONAL SERVICES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00092DL2005PTC141055,JAIPURIA INSTITUTE OF MANAGEMENT STUDIES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00093DL2005PTC140101,PACE MEDICAL TOURISM PRIVATE LIMITED,Strike Off,RoC-Delhi
U00093PN2006PTC128370,ADVENTIST HEALTH INTERNATIONAL INDIAPRIVATE LIMITED,Strike Off,RoC-Pune
U00093PN2006PTC128399,PANDHARI NET HEALTH PRIVATE LIMITED,Strike Off,RoC-Pune
U00095DL2005PTC138052,R-SERIES MUSICAL AND ENTERTAINMENTCOMPANY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00095DL2005PTC140424,SHRI OM BAND PRIVATE LIMITED,Strike Off,RoC-Delhi
U00099DL2005PTC135239,CLINTUS FACILITY MANAGEMENT SERVICES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00099DL2005PTC138453,RIMIKA ENTERPRISES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00099DL2005PTC138811,RSKS HOME APPLIANCES SERVICES PRIVATELIMITED,Strike Off,RoC-Delhi
U00112PN1999PTC014081,LABTECH SEED PROCESSERS PRIVATE LIMITED,Strike Off,RoC-Pune
U00116DL1993PTC055693,CLASSIC SPECIALITY HOME PRODUCTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00130PN2006PTC022332,MANTRA MINING (INDIA) PRIVATE LIMITED,Strike Off,RoC-Pune
U00150PN2006PTC022345,PATNI MINES PRIVATE LIMITED,Strike Off,RoC-Pune
U00156PN2006PTC022364,NAGESHWAR STONE CRUSHER PRIVATE LIMITED,Strike Off,RoC-Pune
U00159PN2006PTC128336,STATUS ALLOYS PRIVATE LIMITED,Strike Off,RoC-Pune
U00200DL1987PTC027607,LUXMI TREES PRIVATE LTD,Strike Off,RoC-Delhi
U00219PN2006PTC022244,DAU SHREE FOODS PRIVATE LIMITED,Strike Off,RoC-Pune
U00219PN2006PTC022283,SURABHI MASALE PRIVATE LIMITED,Strike Off,RoC-Pune
U00265DL1981PTC011705,HOUSE OF STICHES PVT LTD,Strike Off,RoC-Delhi
U00265DL2005PTC137317,KABIR FASHIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC138019,VAU CLOTHING COMPANY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC138043,I.N.APPARELS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC138196,S K P HANDICRAFTS MANUFACTURING ANDTRADING COMPANY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC138523,TRIOM TEX AND TRIMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC139852,USHAMODE CREATIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC140519,PIYUSH FASHION HOUSE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC140543,POLAR FASHIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC140630,VITRAG GARMENTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265DL2005PTC141038,LIFE POSITIVE APPARELS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00265MH1961PTC011916,MAHARASHTRA BOARD MILLS PVT LTD,Strike Off,RoC-Pune
U00265PN2006PTC128379,FIRST PROMOTIONAL CLOTHING COMPANYPRIVATE LIMITED,Strike Off,RoC-Pune
U00265PN2006PTC128389,SHREEKALYANI GARMENTS PRIVATE LIMITED,Strike Off,RoC-Pune
U00269PN2006PTC022251,CHAWA GARMENT PRIVATE LIMITED,Strike Off,RoC-Pune
U00276DL2005PTC141017,R.N.FURNITURE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00282DL1983PTC016141,OMICK PACKERS PVT.LTD.,Strike Off,RoC-Delhi
U00284DL2005PTC138766,GOKUL RANGSHALA PRIVATE LIMITED,Strike Off,RoC-Delhi
U00284DL2005PTC138823,PRAKAT MEDIA PRIVATE LIMITED,Strike Off,RoC-Delhi
U00300DL2005PTC139917,SPIRAL ORGANIC SYSTEMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00304DL1983PTC016435,EXEXCELGIOR DRUGS AND SURGICALS PRIVATELIMITED.,Strike Off,RoC-Delhi
U00304MH2000PTC128373,R. K. MEDICAL SERVICES PRIVATE LIMITED,Strike Off,RoC-Mumbai
U00304PN2006PTC022360,SERPENT TOXINS PRIVATE LIMITED,Strike Off,RoC-Pune
U00304PN2006PTC128380,VITAL BIOTECHNOLOGIES PRIVATE LIMITED,Strike Off,RoC-Pune
U00304RJ2006PTC022386,U.D. PHARMA PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00305DL2005PTC134939,JAGDAMBA AEROMATICS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00309DL2005PLC140827,PANIPAT V.K. RECYCLING AND TRASPORT COMPANY LIMITED,Strike Off,RoC-Delhi
U00313PN2006PTC128364,AVINASH POLYMERS PRIVATE LIMITED,Strike Off,RoC-Pune
U00313RJ2006PTC022402,SABIK PLASCO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00316PN2006PTC128400,JYOTIRGAMAYA BIO-FUELS PRIVATE LIMITED,Strike Off,RoC-Pune
U00321DL2005PTC138366,VICKY SCEIENTIFIC GLASS SYSTEM PRIVATELIMITED,Strike Off,RoC-Delhi
U00330DL1989PTC037262,BAGREE ASSOCIATES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00332DL2005PTC140381,NAYAR DIESTEELS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00339DL1986PTC023417,SUMEET LAMINATES PVT. LTD.,Strike Off,RoC-Delhi
U00341DL2005PTC140807,DOVE ENGINEERING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00349DL2005PTC139909,MEMAA MOULDTECH PRIVATE LIMITED,Strike Off,RoC-Delhi
U00356DL2005PTC139896,SGM LIFTS AND ESCALATORS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00363DL2005PTC139141,INNOVA POWER SYSTEMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00366DL1989PTC037385,VIRUS VISION PRIVATE LIMITED,Strike Off,RoC-Delhi
U00368DL2005PTC138275,SPECTRA INSTRUMENTATION PRIVATE LIMITED,Strike Off,RoC-Delhi
U00372DL2005PTC140799,SHIVOM RAILWAY PRODUCTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00374DL2005PTC137811,DAVINDERA AUTOMOBILES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00374RJ2006PTC022383,SUNSHINE AUTOVEHICLE PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00383DL2005PTC140303,RIM HANDICRAFTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00383RJ2006PTC022389,CHEQUERED BEADS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00383RJ2006PTC022391,CASTLEMARK JEWELLERS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00389DL1949PTC001655,DEEPAK OPTIC PRIVATE LIMITED,Strike Off,RoC-Delhi
U00389DL1980PTC010450,AGARWAL VANASPATI PRODUCTS INDIA LIMITED,Strike Off,RoC-Delhi
U00500DL1986PTC023231,SITA RAM BUILDERS AND ASSOCIETES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PLC140770,VOEST ALCONS INFRASTRUCTURE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC138578,ARUNALAXMI PROJECTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140179,GSBC MEGA PROJECTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140252,BHARAT BUILDWELL PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140502,KHANEJA ESTATE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140503,SOM DATT ESTATE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140504,BRAHM DATT ESTATE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140786,UMED CONSTRUCTIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140848,ADYS REALTORS (INDIA) PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500DL2005PTC140911,SURYA INFRASOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00500RJ2006PTC022406,RAAJSURAJ CONSTRUCTION PRIVATE LIMITED,Strike Off,RoC-Jaipur
U00501DL2005PLC139732,JALANDHAR AMRITSAR TOLLWAYS LIMIED,Strike Off,RoC-Delhi
U00513DL2005PTC136421,SATNAM HOME FURNISHING PRIVATE LIMITED,Strike Off,RoC-Delhi
U00515DL2005PTC140811,MAA DURGA INTERIOR DECORATORS AND CONSULTANTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00703DL2005PTC138829,SAURANSH LOGISTICS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00703DL2005PTC140780,SLA LOGISTICS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00730DL2005PTC139012,UNITY LOGISTICS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00737DL2005PTC140783,J.B. CABS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC135332,PYRAMID INFONET PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC135672,ACCENTUATE I.T. CONSULTANTS PRIVATELIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC138309,SOFTEDGE SOFTWARE INDIA PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC138511,INCA ACCESS CONTROL SYSTEMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC138616,SAVIOR IT SERVICES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC138788,FPO INFOSOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC140512,COGNATE INFOTECH PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC140514,SHIVAM E-SOLUTION PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC140810,MS IT SOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC140876,CAPSTONE INFOWAYS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC140904,THEEOPOLY SOFTSERVE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC140962,T J QUADWORKS SOFTWARE SOLUTION PRIVATELIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC141060,PENDON COMPUTERS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00892DL2005PTC141068,JAIPURIA SOFTWARE PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC136446,VINDESHWARI MANAGEMENT CONSULTANTSPRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC138719,VM PETROTECH AND CONSULTANTS PRIVATELIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC138822,GAMMA RESTAURANTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC138930,SCT MANAGEMENT SOLUTIONS PRIVATE LIMITED ',Strike Off,RoC-Delhi
U00893DL2005PTC139216,MENTOR ADVISORY SERVICES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC139759,SRINIVASAN SECURITIES CONSULTANTSPRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC139810,TRANSCENTURE ADVISORY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC140173,AJN SQUARE COMMUNICATIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC140219,MAKIN CONSULTANCY PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC140446,SMART LINK INFRASTRUCTURE AND PROJECTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC140511,RITZ EXTERNALITIES CONSULTANTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00893DL2005PTC140526,HALLUCINATION EVENT MANAGEMENT COMPANYPRIVATE LIMITED,Strike Off,RoC-Delhi
U00894DL2005PTC140816,MAGNUS TECHNO SOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00899DL2005PTC136174,P.A. HONDINGS PRIVATE LIMITED TFR. FROMCHENNAI TO DELHI,Strike Off,RoC-Delhi
U00899DL2005PTC138507,S.P.FURNITURES PRIVATE LIMITED,Strike Off,RoC-Delhi
U00899DL2005PTC138607,FIFTH DIMENSION AMUSEMENTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00899DL2005PTC140411,WADIA BROTHERS HOLDINGS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00899DL2005PTC140454,AXIOM CERTIFICATIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U00899DL2005PTC140515,AVN CONTRACTOR PRIVATE LIMITED,Strike Off,RoC-Delhi
U00899DL2005PTC140547,TORNADO ENGINEERS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01002DL1993PTC053589,LILY FARMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01049DL1986PTC026284,SANKER FARMPERTISE PRIVATE LTD.,Strike Off,RoC-Delhi
U01100DL1982PTC013397,STANDARD GARDEN CARETAKERS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1987PTC028704,SHIVLOK AGRO PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1988PTC032447,N.C.R. FARM HOUSES PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1991PTC042992,MADHYANT FARMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1993PLC053358,UNIPLAS PLANTATION LIMITED,Strike Off,RoC-Delhi
U01100DL1994PTC063591,SONATE IMPEX PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1996PTC080626,PANNALAL MUSHROOMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1997PTC090272,NAVKRITI PLANTATIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1998PTC093229,POKHRIYAL AGRO PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL1998PTC096406,ANKUR LANDSCAPES PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2016PTC307467,OYSTER PRODUCER COMPANY LIMITED,Strike Off,RoC-Delhi
U01100DL2016PTC309279,ANNPRASH TRADING PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC310679,ISHAN LIFE CARE PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC312480,TRIBA AERODEF PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC313110,APRAMEYA AGRO FRESH PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC314509,RRG SASYA AARDHRA PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC321673,RAGSIN AGRI SYSTEMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC327084,CLEX AGRO ENTERPRISES PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2017PTC327225,ADONIA AGRO PRODUCTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2018PTC333346,PATEL AGRO ORGANICS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100DL2018PTC333504,VIBRANT SEEDS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01100RJ2012PTC038067,DREAM KREATIONS INTERNATIONAL PRIVATELIMITED,Strike Off,RoC-Jaipur
U01100RJ2016OPC055724,GREENAPPLE AGROPROCESSING (OPC) PRIVATELIMITED,Strike Off,RoC-Jaipur
U01100RJ2016PTC054712,PNMG AGRO CONSULTANCY PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2016PTC055573,MRIDA SHAKTI AGROTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2016PTC056095,NATURELSA ORGANIC FERTILIZERS PRIVATELIMITED,Strike Off,RoC-Jaipur
U01100RJ2016PTC056473,KISAAN 2 KISAAN PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2017PTC057344,DESERT SPLENDOUR JOJOBA OIL PLANTATIONPRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2017PTC059632,SRP HOSPITALITY PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2017PTC059843,ORGAPURE AGRO FOOD PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2018PTC059958,OM TRIMURTY AGROTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01100RJ2018PTC062844,AJAYKISAN PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01110DL1990PTC042101,EXPEROR EXPORT AND TRADING COMPANYPRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL1991PTC044435,HILL RICE PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL1993PTC053063,VIGOUR AGRO PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL1993PTC053129,TAL VRIKSH AGRO PLANTATIONS PRIVATELIMITED,Strike Off,RoC-Delhi
U01110DL1993PTC053577,PASAND RICE MILLS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL1994PTC057277,MISHAN EXIM INDIA PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL1995PLC072911,SURYA KRISHI AVAM PRYATAN VIKAS LIMITED,Strike Off,RoC-Delhi
U01110DL1996PLC080328,NEW WAYS AGRICULTURE LIMITED,Strike Off,RoC-Delhi
U01110DL1996PLC081037,P.V.S. FORESTRY LIMITED,Strike Off,RoC-Delhi
U01110DL1998PTC095473,LANDCARE PROJECTS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL1999PTC098255,TRIDENT GRAIN PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2006PTC151972,BHARAT JATROPHA GARDEN ESTATES PRIVATELIMITED,Strike Off,RoC-Delhi
U01110DL2006PTC155816,INDIA BIOFUELS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2007PTC170350,ASR SPICES PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2009PTC194860,BEETAL AGRO FARMING PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2011PTC226179,TYCOON CROPTECH PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2011PTC228834,DEODAR GROWMORE PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2012PLC244000,NEW JASPER AGRITECH LIMITED,Strike Off,RoC-Delhi
U01110DL2012PTC234919,AASHI AGRO FOODS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2012PTC235406,GLASS HOUSE FARMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2012PTC242737,SUSTENANCE SOLUTIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2013PTC254924,TRIVANE AGRO PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2016PTC301123,AGROWZ INNOVATIONS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2017PTC318650,NS MENTHOL PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2017PTC327293,AVISHKAR AGRI FOODS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110DL2018PTC331673,AAGE FOODSTUFF INDIA PRIVATE LIMITED,Strike Off,RoC-Delhi
U01110RJ2001PTC016832,SUNNY SEEDS TRADING PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01110RJ2010PTC032906,NANDAN BIOMATRIX (RAJASTHAN) PRIVATELIMITED,Strike Off,RoC-Jaipur
U01110RJ2013PTC042948,GARIMA'S GUM INDUSTRIES PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01110RJ2016PTC055396,NLG AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01111DL1972PTC006096,BASSI AGRICULTURAL PRODUCTS PRIVATELIMITED,Strike Off,RoC-Delhi
U01111DL1972PTC006098,RAJPURA AGRO INDUSTRIES PRIVATE LIMITED,Strike Off,RoC-Delhi
U01111DL1972PTC006099,KAULI AGRICULTURAL FARMS PRIVATE LIMITED,Strike Off,RoC-Delhi
U01111DL1974PTC007469,GOVAN FARMS AND TRADING CO PVT LTD,Strike Off,RoC-Delhi
U01111RJ1989PTC004848,SHRI VRIKSHALAYA P. LTD.,Strike Off,RoC-Jaipur
U01111RJ1993PTC007614,DEVAM ORCHARDS PVT. LTD,Strike Off,RoC-Jaipur
U01111RJ1995PLC009698,SAFARI WHITEGOLD LIMITED,Strike Off,RoC-Jaipur
U01111RJ1995PTC009811,G.M.FARMS PVT LTD,Strike Off,RoC-Jaipur
U01111RJ2000PTC016118,KAIZEN FARM FOODS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01111RJ2004PTC018903,PLASMA AGRO SEEDS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01111RJ2017PTC058783,NKG AGROSEEDS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01112RJ2007PTC023969,S S FARMING PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01112RJ2007PTC024487,MAHAVEER BIOFUELS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01112RJ2008PTC026584,SUDHANSHU DAIRY AND AGROTECH PRIVATELIMITED,Strike Off,RoC-Jaipur
U01112RJ2011PTC035720,MEGHA STAR AGROTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01113RJ2017PTC056956,FRACTION AGRO PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01113RJ2018PTC060996,SUNRATNAM AGROTECH MARKETING PRIVATELIMITED,Strike Off,RoC-Jaipur
U01114RJ2017PTC058011,INDOEURO AGRI EXPORTERS INDIA PRIVATELIMITED,Strike Off,RoC-Jaipur
U01114RJ2017PTC058461,HYRIDIYANS BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01114RJ2018PTC060890,VALMIKI FARM PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01114RJ2018PTC060915,SHIVSHAMBHU FARM PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01115RJ2018PTC060916,BHUVNESH FARM PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2003PTC018554,KUKAS HERBAL PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2004PTC019314,HELIANTHUS TRADE WINGS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2004PTC019626,WELLHERB OILS PRIVATE LIMITED,Strike Off,RoC-Jaipur
U01117RJ2004PTC019757,MARUDHARA BIOTECH PRIVATE LIMITED,Strike Off,RoC-Jaipur
